Genes	MR.Ctrl.3dpi	MR.Ctrl.8dpi	MR.Ptr.3dpi	MR.Ptr.8dpi	Sus.Crtl.3dpi	Sus.Crtl.8dpi	Sus.Ptr.3dpi	Sus.Ptr.8dpi
TraesCS1A02G002400	-0.832641459642875	0.3373339551013074	-1.4899341897675125	-0.3655559885904122	-0.16262551231862987	-0.4517193086724398	1.8087970223201917	1.1563454815703693
TraesCS1A02G005000	-1.1950344598208562	-1.1950344598208562	-0.8801932921967817	-0.6722784093945854	0.8805587291796985	0.9860492856003487	0.9523455525872588	1.1235870538657746
TraesCS1A02G005200	-1.2655342387219346	-0.9043143421280542	-0.7059275385016744	0.19116431154477614	-0.6293123058622893	0.295111307205269	1.5642750437983475	1.4545377626655633
TraesCS1A02G006000	-0.5272870467455261	-1.521094657362489	0.6604527899635964	0.9444296762256653	-1.5614350879847703	0.28741715246245947	1.06427420476346	0.6532429686776043
TraesCS1A02G006200	-0.11879439115034374	-2.167736973352907	-0.15021760476078583	0.7252624066869685	-0.677413056687986	0.38391183615459645	0.7555438286533254	1.2494439544571334
TraesCS1A02G006300	-0.8466930239356973	-1.1237433667987367	0.6760019779677828	0.9219154028921362	-1.6414733366345462	0.07159292719275363	0.7188239280328101	1.2235754912834946
TraesCS1A02G006800	-0.304337059041595	-0.8553615805103677	0.8204403555177604	1.1931114202031257	-1.9003040908895639	-0.49186560223812226	0.9154490161835825	0.6228675407751768
TraesCS1A02G007000	-0.7237020848382022	-1.1792534817330538	-0.3048184396073548	0.03765301091669935	-1.0277284052987425	0.12714032077573623	1.2157711976294974	1.8549378821554208
TraesCS1A02G009400	-0.3779644730092272	-0.3779644730092272	-0.3779644730092272	-0.3779644730092272	-0.3779644730092272	-0.3779644730092272	2.6457513110645903	-0.3779644730092272
TraesCS1A02G014900	-1.0417750916937254	-1.9557429521188727	-0.3339522535885286	0.3864707855028669	0.032608023189594694	0.9811984322230588	0.9783132604762629	0.9528797960093435
TraesCS1A02G015900	-0.7290638603392966	-1.2554695325408816	1.2552715335118696	0.8022284508563435	-0.7691073765297423	-0.804370646389511	1.5591683991576195	-0.05865696772639781
TraesCS1A02G016000	-0.9128985406371186	-1.318274541670781	0.5306511411012358	0.6959589261996106	-1.2720275691200038	0.017282177702988875	1.6257534769666013	0.6335549294574669
TraesCS1A02G016100	-0.9032002303174524	-1.4204755128623077	0.4647325809569587	0.7881388932060072	-1.1122860260319927	-0.16880625573992913	1.5619242630135712	0.7899722877751439
TraesCS1A02G016300	-0.9302962356750671	-0.9302962356750671	-0.3448490568714455	-0.9302962356750671	0.37658492513499847	0.027237282225487755	2.2057453973233896	0.5261701592127709
TraesCS1A02G017900	-1.0658125466108577	-1.5146557286813536	0.5206626211523079	0.7012306374965666	-0.9153423828264448	-0.11684404628008627	1.4163708955513437	0.9743905501985286
TraesCS1A02G018000	-1.0698859800536529	-1.7843310777822208	0.49768873935822333	0.6044677390090025	-0.5727432500437953	0.024086832322515107	1.3542787148771789	0.9464382823127434
